unit_hmy,Property_Code,Unit_Code,StartDate,EndDate,sStatus,VacantDate,ReadyDate,Floor_Code,hbldg,Bldg_Code,Address_1,Address_2,Address_3,Address_4,City,Zip_Code,Country,Rent,SQFT,Rent_Ready,Exclude,Unit_Type,Bedrooms,Baths,Attributes_2,Attributes_5,Attributes_6,Attributes_8,Attributes_9,Attributes_10,dtLastModified,sFirstName,sLastName,scode
113,44400002,"A-0506  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GS","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
114,44400002,"A-0507  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GS","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
115,44400002,"A-0602  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GS","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
116,44400002,"A-0603  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GS","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
117,44400002,"A-0606  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GS","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
118,44400002,"A-0607  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GS","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
119,44400002,"A-0702  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GS","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
120,44400002,"A-0703  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GS","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
121,44400002,"A-0706  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GS","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
122,44400002,"A-0707  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GS","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
123,44400002,"A-0802  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GS","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
124,44400002,"A-0803  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GS","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
125,44400002,"A-0806  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GS","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
126,44400002,"A-0807  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GS","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
127,44400002,"A-0902  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GS","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
128,44400002,"A-0903  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GS","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
129,44400002,"A-0906  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GS","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
130,44400002,"A-0907  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GS","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
131,44400002,"A-1002  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GT","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
132,44400002,"A-1003  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GT","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
133,44400002,"A-1006  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GT","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
134,44400002,"A-1007  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GT","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
135,44400002,"A-1102  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GT","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
136,44400002,"A-1103  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GT","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
137,44400002,"A-1106  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GT","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
138,44400002,"A-1107  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GT","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
139,44400002,"A-1202  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GT","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
140,44400002,"A-1203  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GT","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
141,44400002,"A-1206  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GT","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
142,44400002,"A-1207  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GT","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
143,44400002,"A-1302  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GT","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
144,44400002,"A-1303  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GT","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
145,44400002,"A-1306  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GT","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
146,44400002,"A-1307  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GT","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
147,44400002,"A-1402  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GT","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
148,44400002,"A-1403  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GT","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
149,44400002,"A-1406  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GT","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
150,44400002,"A-1407  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GT","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
151,44400002,"A-1503  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GT","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
152,44400002,"A-1504  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GT","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
153,44400002,"A-1507  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GT","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
154,44400002,"A-1508  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GT","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
155,44400002,"A-1602  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GT","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
156,44400002,"A-1603  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GT","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
157,44400002,"A-1606  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GT","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
158,44400002,"A-1607  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GT","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
159,44400002,"A-1702  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GT","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
160,44400002,"A-1703  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GT","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
161,44400002,"A-1706  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GT","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
162,44400002,"A-1707  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GT","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
163,44400002,"A-1802  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GU","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
164,44400002,"A-1803  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GU","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
165,44400002,"A-1806  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GU","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
166,44400002,"A-1807  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GU","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
167,44400002,"A-1902  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GU","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
168,44400002,"A-1903  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GU","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
169,44400002,"A-1906  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GU","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
170,44400002,"A-1907  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GU","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
171,44400002,"A-2002  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GU","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
172,44400002,"A-2003  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GU","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
173,44400002,"A-2006  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GU","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
174,44400002,"A-2007  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GU","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
175,44400002,"A-2102  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GU","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
176,44400002,"A-2103  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GU","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
177,44400002,"A-2106  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GU","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
178,44400002,"A-2107  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GU","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
179,44400002,"A-2202  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GU","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
180,44400002,"A-2203  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GU","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
181,44400002,"A-2206  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GU","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
182,44400002,"A-2207  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GU","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
183,44400002,"A-2302  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GU","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
184,44400002,"A-2303  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GU","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
185,44400002,"A-2306  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GU","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
186,44400002,"A-2307  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GU","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
187,44400002,"A-2402  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GU","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
188,44400002,"A-2403  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GU","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
189,44400002,"A-2406  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GU","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
190,44400002,"A-2407  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,1,"h5.a","2 New Lion Way","","","","London","SE17 1GU","UK",3280,796.536,0,0,"02_A_B1 ",2,2,,,,,,,"03/03/2020",,,
191,44400002,"D-0101  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",2447,584.4852,0,0,"02_D_A1D",1,1,,,,,,,"03/03/2020",,,
192,44400002,"D-0201  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",2447,584.4852,0,0,"02_D_A1D",1,1,,,,,,,"03/03/2020",,,
193,44400002,"D-0301  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",2447,584.4852,0,0,"02_D_A1D",1,1,,,,,,,"03/03/2020",,,
194,44400002,"D-0401  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",2447,584.4852,0,0,"02_D_A1D",1,1,,,,,,,"03/03/2020",,,
195,44400002,"D-0501  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",2447,584.4852,0,0,"02_D_A1D",1,1,,,,,,,"03/03/2020",,,
196,44400002,"D-0601  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",2447,584.4852,0,0,"02_D_A1D",1,1,,,,,,,"03/03/2020",,,
197,44400002,"D-0701  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",2447,584.4852,0,0,"02_D_A1D",1,1,,,,,,,"03/03/2020",,,
198,44400002,"D-0801  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",2447,584.4852,0,0,"02_D_A1D",1,1,,,,,,,"03/03/2020",,,
199,44400002,"D-0901  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",2447,584.4852,0,0,"02_D_A1D",1,1,,,,,,,"03/03/2020",,,
200,44400002,"D-1001  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",2447,584.4852,0,0,"02_D_A1D",1,1,,,,,,,"03/03/2020",,,
201,44400002,"D-1101  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",2447,584.4852,0,0,"02_D_A1D",1,1,,,,,,,"03/03/2020",,,
202,44400002,"D-0103  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",3200,778.2372,0,0,"02_D_B1 ",2,2,,,,,,,"03/03/2020",,,
203,44400002,"D-0203  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",3200,778.2372,0,0,"02_D_B1 ",2,2,,,,,,,"03/03/2020",,,
204,44400002,"D-0303  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",3200,778.2372,0,0,"02_D_B1 ",2,2,,,,,,,"03/03/2020",,,
205,44400002,"D-0403  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",3200,778.2372,0,0,"02_D_B1 ",2,2,,,,,,,"03/03/2020",,,
206,44400002,"D-0503  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",3200,778.2372,0,0,"02_D_B1 ",2,2,,,,,,,"03/03/2020",,,
207,44400002,"D-0603  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",3200,778.2372,0,0,"02_D_B1 ",2,2,,,,,,,"03/03/2020",,,
208,44400002,"D-0703  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",3200,778.2372,0,0,"02_D_B1 ",2,2,,,,,,,"03/03/2020",,,
209,44400002,"D-0803  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",3200,778.2372,0,0,"02_D_B1 ",2,2,,,,,,,"03/03/2020",,,
210,44400002,"D-0903  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",3200,778.2372,0,0,"02_D_B1 ",2,2,,,,,,,"03/03/2020",,,
211,44400002,"D-1003  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",3200,778.2372,0,0,"02_D_B1 ",2,2,,,,,,,"03/03/2020",,,
212,44400002,"D-1103  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",3200,778.2372,0,0,"02_D_B1 ",2,2,,,,,,,"03/03/2020",,,
213,44400002,"D-0102  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",3200,783.6192,0,0,"02_D_B2 ",2,2,,,,,,,"03/03/2020",,,
214,44400002,"D-0104  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",3200,783.6192,0,0,"02_D_B2 ",2,2,,,,,,,"03/03/2020",,,
215,44400002,"D-0202  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",3200,783.6192,0,0,"02_D_B2 ",2,2,,,,,,,"03/03/2020",,,
216,44400002,"D-0204  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",3200,783.6192,0,0,"02_D_B2 ",2,2,,,,,,,"03/03/2020",,,
217,44400002,"D-0302  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",3200,783.6192,0,0,"02_D_B2 ",2,2,,,,,,,"03/03/2020",,,
218,44400002,"D-0304  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",3200,783.6192,0,0,"02_D_B2 ",2,2,,,,,,,"03/03/2020",,,
219,44400002,"D-0402  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",3200,783.6192,0,0,"02_D_B2 ",2,2,,,,,,,"03/03/2020",,,
220,44400002,"D-0404  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",3200,783.6192,0,0,"02_D_B2 ",2,2,,,,,,,"03/03/2020",,,
221,44400002,"D-0502  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",3200,783.6192,0,0,"02_D_B2 ",2,2,,,,,,,"03/03/2020",,,
222,44400002,"D-0504  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",3200,783.6192,0,0,"02_D_B2 ",2,2,,,,,,,"03/03/2020",,,
223,44400002,"D-0602  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",3200,783.6192,0,0,"02_D_B2 ",2,2,,,,,,,"03/03/2020",,,
224,44400002,"D-0604  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/10/2020",,2,"h5.d","9 Chatteris Way","","","","London","SE17 1GY","UK",3200,783.6192,0,0,"02_D_B2 ",2,2,,,,,,,"03/03/2020",,,
